OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
289258837,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,,,NO,4,11,395379.9686,132352.1169,,
289258838,2,18th St & S Eads St,31001,38.85725,-77.05332,YES,NO,,,NO,3,8,395372.0456,132161.0781,,
289258839,3,Crystal Dr & 20th St S,31002,38.856425,-77.049232,YES,NO,,,NO,10,7,395726.8176,132069.2979,,
289258840,4,Crystal Dr & 15th St S,31003,38.86017,-77.049593,YES,NO,,,NO,10,1,395695.7098,132485.0368,,
289258841,5,Aurora Hills Cmty Ctr / 18th St & S Hayes St,31004,38.857866,-77.05949,YES,NO,,,NO,9,1,394836.5599,132229.7894,,
289258842,6,Pentagon City Metro / 12th St & S Hayes St,31005,38.862303,-77.059936,YES,NO,,,NO,14,5,394798.1726,132722.3538,,
289258843,7,Army Navy Dr & S Joyce St,31006,38.8637,-77.0633,YES,NO,,,NO,6,9,394506.3197,132877.628,,
289258844,8,Crystal City Metro / 18th St & S Bell St,31007,38.857405,-77.051132,YES,NO,,,NO,2,17,395561.9645,132178.1755,,
289258845,10,Crystal Dr & 27th St S,31009,38.848466,-77.051514,YES,NO,,,NO,4,7,395528.2486,131185.9017,,
289258846,11,S Glebe Rd & Potomac Ave,31010,38.8426,-77.0502,YES,NO,,,NO,8,3,395641.9543,130534.6713,,
289258847,12,Crystal Dr & 23rd St S,31011,38.8533,-77.0498,YES,NO,,,NO,13,3,395677.3277,131722.4273,,
289258848,13,Clark St & 26th St S,31012,38.850688,-77.05152,YES,NO,,,NO,8,3,395527.867,131432.5597,,
289258849,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,,,NO,6,9,396278.704,136939.4783,,DC
289258850,15,14th & V St NW,31101,38.917931,-77.032112,YES,NO,,,NO,17,13,397215.1813,138896.2792,,DC
289258851,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,,,NO,10,17,397587.6091,140176.4181,,DC
289258852,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,,,NO,11,22,396831.8853,139801.9194,,DC
289258853,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,,,NO,5,10,396307.5467,139451.0267,,DC
289258854,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,,,NO,8,10,397207.897,139880.816,,DC
289258855,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,,,NO,6,17,395869.1268,139482.1037,,DC
289258856,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,,,NO,0,17,396635.8432,140447.1824,,DC
289258857,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,,,NO,9,13,398455.4549,134318.9706,,DC
289258858,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,,,NO,10,8,397013.1273,137999.2948,,DC
289258859,24,14th & R St NW,31202,38.912681,-77.032523,YES,NO,,,NO,4,11,397179.3309,138313.4982,,DC
289258860,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,,,NO,16,7,397198.511,137860.4668,,DC
289258861,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,,,NO,9,6,396096.3238,136495.5341,,DC
289258862,27,21st & I St NW,31205,38.900711,-77.046449,YES,NO,,,NO,8,27,395970.8746,136985.2532,,DC
289258863,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,YES,NO,,,NO,6,9,397862.9308,140906.6651,,DC
289258864,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,,,NO,7,12,397156.297,141068.6272,,DC
289258865,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,,,NO,0,10,400390.1581,140746.2006,,DC
289258866,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,,,NO,5,12,398349.5948,137242.9379,,DC
289258867,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,,,NO,5,9,402004.0754,135751.0727,,DC
289258868,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,,,NO,3,16,397268.7481,140324.8292,,DC
289258869,34,Good Hope & Naylor Rd SE,31700,38.860227,-76.966572,YES,NO,,,NO,6,5,402901.2906,132490.7262,,DC
289258870,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,,,NO,2,9,394973.0937,140710.8214,,DC
289258871,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,,,NO,3,8,403410.0851,134463.8639,,DC
289258872,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,YES,NO,,,NO,5,10,404558.9245,136580.5833,,DC
289258873,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,,,NO,6,5,405041.7154,137060.6526,,DC
289258874,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,,,NO,3,8,400465.4508,132761.2885,,DC
289258875,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,,,NO,8,3,401038.0179,133283.5213,,DC
289258876,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,,,NO,7,4,396217.7132,136373.3665,,DC
289258877,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,,,NO,11,4,399943.805,139023.0053,,DC
289258878,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,,,NO,12,3,397753.8756,138814.961,,DC
289258879,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,,,NO,7,4,398074.9584,139669.6414,,DC
289258880,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,,,NO,22,17,399505.3818,134052.4174,,DC
289258881,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,,,NO,6,9,396132.059,138615.7722,,DC
289258882,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,,,NO,12,2,398074.7047,138626.1622,,DC
289258883,48,Eads St & 22nd St S,31013,38.854381,-77.053412,YES,NO,,,NO,10,5,395363.874,131842.6032,,
289258884,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,,,NO,16,1,399678.9411,134274.4235,,DC
289258885,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,,,NO,30,15,396149.1179,138027.4199,,DC
289258886,52,1st & M St NE,31603,38.9057,-77.0056,YES,NO,,,NO,13,1,399514.2732,137538.0624,,DC
289258887,53,21st & M St NW,31212,38.90534,-77.046774,YES,NO,,,NO,14,5,395942.9464,137499.1239,,DC
289258888,54,17th & K St NW,31213,38.90276,-77.03863,YES,NO,,,NO,16,6,396649.2143,137212.3926,,DC
289258889,55,3rd & H St NW,31604,38.899408,-77.015289,YES,NO,,,NO,4,10,398673.7621,136839.6958,,DC
289258890,56,3rd & D St SE,31605,38.8851,-77.0023,YES,NO,,,NO,0,9,399800.4474,135251.2867,,DC
289258891,57,Potomac & Pennsylvania Ave SE,31606,38.8803,-76.9862,YES,NO,,,NO,7,7,401197.3959,134718.5379,,DC
289258892,58,13th & E St SE,31607,38.882915,-76.987907,YES,NO,,,NO,5,10,401049.2448,135008.8019,,DC
289258893,59,17th & Corcoran St NW,31214,38.9121,-77.0387,YES,NO,,,NO,10,9,396643.582,138249.2114,,DC
289258894,60,Van Ness Metro / UDC,31300,38.944551,-77.063896,YES,NO,,,NO,9,5,394460.876,141852.7783,,DC
289258895,61,Florida Ave & R St NW,31503,38.9126,-77.0135,YES,NO,,,NO,2,11,398829.1647,138304.0906,,DC
289258896,62,8th & Eye St SE / Barracks Row,31608,38.8792,-76.9953,YES,NO,,,NO,0,11,400407.815,134596.3495,,DC
289258897,63,Ward Circle / American University,31301,38.938736,-77.087171,YES,NO,,,NO,0,13,392442.5578,141208.9315,,DC
289258898,64,Wisconsin Ave & Newark St NW,31302,38.934881,-77.072755,YES,NO,,,NO,6,13,393692.0368,140779.8981,,DC
289258899,65,14th St Heights / 14th & Crittenden St NW,31402,38.947774,-77.032818,YES,NO,,,NO,0,11,397155.1464,142209.1331,,DC
289258900,66,Anacostia Library,31804,38.865784,-76.9784,YES,NO,,,NO,5,6,401874.5662,133107.2844,,DC
289258901,67,Pennsylvania & Minnesota Ave SE,31805,38.873057,-76.971015,YES,NO,,,NO,1,10,402515.2205,133914.8189,,DC
289258902,68,Eastern Market / 7th & North Carolina Ave SE,31610,38.886952,-76.996806,YES,NO,,,NO,1,14,400277.1106,135456.8754,,DC
289258903,69,14th St & New York Ave NW,31216,38.899632,-77.031686,YES,NO,,,NO,3,18,397251.4198,136864.9275,,DC
289258904,70,Benning Branch Library,31705,38.894,-76.947974,YES,NO,,,NO,10,1,404513.3156,136240.5398,,DC
289258905,71,USDA / 12th & C St SW,31217,38.886277,-77.028242,YES,NO,,,NO,10,29,397549.7085,135382.3194,,DC
289258906,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,,,NO,6,13,394863.2754,137153.5164,,DC
289258907,73,12th & Newton St NE,31501,38.933668,-76.991016,YES,NO,,,NO,1,10,400778.9391,140642.7692,,DC
289258908,74,US Dept of State / Virginia Ave & 21st St NW,31220,38.894919,-77.046587,YES,NO,,,NO,8,7,395958.5759,136342.3012,,DC
289258909,75,L'Enfant Plaza / 7th & C St SW,31218,38.886266,-77.022241,YES,NO,,,NO,3,10,398070.3583,135380.9543,,DC
289258910,76,10th St & Constitution Ave NW,31219,38.893028,-77.026013,YES,NO,,,NO,15,16,397743.3113,136131.6756,,DC
289258911,77,Kennedy Center,31211,38.897293,-77.05557,YES,NO,,,NO,14,5,395179.4608,136606.2701,,DC
289258912,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,,,NO,15,4,400399.3716,135129.1858,,DC
289259233,79,18th & M St NW,31221,38.905067,-77.041779,YES,NO,,,NO,17,10,396376.1856,137468.6086,,DC
289259234,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,,,NO,1,14,393118.6949,142193.0751,,DC
289259235,81,13th & H St NE,31611,38.900022,-76.988422,YES,NO,,,NO,18,9,401004.3202,136907.8073,,DC
289259236,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,,,NO,19,11,398321.7011,136597.0991,,DC
289259237,83,New York Ave & 15th St NW,31222,38.899032,-77.033354,YES,NO,,,NO,4,14,397106.7059,136798.3743,,DC
289259238,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,,,NO,18,4,398068.3695,137542.3904,,DC
289259239,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,,,NO,9,6,396240.4292,140000.2176,,DC
289259240,86,18th & L St NW,31224,38.903741,-77.042452,YES,NO,,,NO,7,12,396317.7427,137321.4388,,DC
289259241,87,C & O Canal & Wisconsin Ave NW,31225,38.90375,-77.06269,YES,NO,,,NO,9,14,394562.3134,137323.4488,,DC
289259242,88,Maine Ave & 7th St SW,31609,38.878694,-77.023054,YES,NO,,,NO,15,2,397999.6097,134540.4217,,DC
289259243,89,D St & Maryland Ave NE,31612,38.894758,-76.997114,YES,NO,,,NO,4,19,400250.3612,136323.4017,,DC
289259244,90,34th St & Wisconsin Ave NW,31226,38.916442,-77.0682,YES,NO,,,NO,4,6,394085.4325,138732.7073,,DC
289259245,91,13th St & New York Ave NW,31227,38.900283,-77.029822,YES,NO,,,NO,7,16,397413.1348,136937.1393,,DC
289259246,92,8th & H St NW,31228,38.8997,-77.023086,YES,NO,,,NO,23,9,397997.4227,136872.2523,,DC
289259247,93,10th & Monroe St NE,31504,38.932514,-76.992889,YES,NO,,,NO,1,14,400616.5545,140514.6508,,DC
289259248,94,Eckington Pl & Q St NE,31505,38.910972,-77.00495,YES,NO,,,NO,10,12,399570.6839,138123.2943,,DC
289259249,95,6th & H St NE,31615,38.899972,-76.998347,YES,NO,,,NO,13,9,400143.3877,136902.1946,,DC
289259250,96,3rd & H St NE,31616,38.900412,-77.001949,YES,NO,,,NO,2,16,399830.9372,136951.0386,,DC
289259251,97,Bladensburg Rd & Benning Rd NE,31617,38.900413,-76.982872,YES,NO,,,NO,13,2,401485.7403,136951.2872,,DC
289259252,98,4th & East Capitol St NE,31618,38.889955,-77.000349,YES,NO,,,NO,0,10,399969.7221,135790.227,,DC
289259253,99,Lincoln Park / 13th & East Capitol St NE,31619,38.890461,-76.988355,YES,NO,,,NO,5,18,401010.2674,135846.4614,,DC
289259254,100,Branch & Pennsylvania Ave SE,31701,38.8692,-76.9599,YES,NO,,,NO,4,7,403479.9307,133487.0282,,DC
289259255,101,13th & D St NE,31622,38.894832,-76.987633,YES,NO,,,NO,16,14,401072.8391,136331.685,,DC
289259256,102,New Hampshire Ave & T St NW,31229,38.91554,-77.03818,YES,NO,,,NO,7,16,396688.8408,138631.0609,,DC
289259257,103,Metro Center / 12th & G St NW,31230,38.898364,-77.027869,YES,NO,,,NO,18,20,397582.4798,136724.0614,,DC
289259258,104,14th & D St NW / Ronald Reagan Building,31231,38.894514,-77.031617,YES,NO,,,NO,16,9,397257.2084,136296.7868,,DC
289259259,105,7th & F St NW / National Portrait Gallery,31232,38.89702,-77.02299,YES,NO,,,NO,17,9,398005.6753,136574.7488,,DC
289259260,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,YES,NO,,,NO,14,21,396675.8978,137134.7868,,DC
289259261,107,20th & O St NW / Dupont South,31234,38.908905,-77.04478,YES,NO,,,NO,14,4,396116.0948,137894.7812,,DC
289259262,108,4th & D St NW / Judiciary Square,31621,38.895344,-77.016106,YES,NO,,,NO,4,11,398602.8121,136388.5716,,DC
289259263,109,19th St & Constitution Ave NW,31235,38.8923,-77.0436,YES,NO,,,NO,16,17,396217.5594,136051.4436,,DC
289259264,110,37th & O St NW / Georgetown University,31236,38.90774,-77.071652,YES,NO,,,NO,2,20,393785.3036,137766.9431,,DC
289259265,111,11th & H St NE,31614,38.899983,-76.991383,YES,NO,,,NO,11,8,400747.4721,136903.4496,,DC
289259266,112,25th St & Pennsylvania Ave NW,31237,38.903827,-77.053485,YES,NO,,,NO,3,12,395360.7536,137331.4883,,DC
289259267,113,Columbus Circle / Union Station,31623,38.89696,-77.00493,YES,NO,,,NO,8,42,399572.3345,136567.8488,,DC
289259268,114,North Capitol St & F St NW,31624,38.897446,-77.009888,YES,NO,,,NO,6,16,399142.246,136621.8335,,DC
289259269,115,11th & M St NW,31266,38.905607,-77.027137,YES,NO,,,NO,4,13,397646.2168,137528.0736,,DC
289259270,116,36th & Calvert St NW / Glover Park,31304,38.922581,-77.070334,YES,NO,,,NO,3,12,393900.8889,139414.3282,,DC
289259271,117,14th & G St NW,31238,38.898409,-77.032278,YES,NO,,,NO,5,15,397200.0191,136729.1828,,DC
289259272,118,Potomac Ave & 35th St S,31052,38.844015,-77.050537,YES,NO,,,NO,19,4,395612.7851,130691.7623,,
289259273,124,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,38.88412,-77.04657,YES,NO,,,NO,13,15,395959.4391,135143.5273,,DC
289259274,125,11th & F St NW,31262,38.897857,-77.026975,YES,NO,,,NO,14,1,397660.014,136667.7571,,DC
289259275,126,23rd & E St NW,31260,38.896104,-77.049882,YES,NO,,,NO,8,11,395672.8064,136473.9966,,DC
289259276,127,Lynn St & 19th St North,31014,38.897315,-77.070993,YES,NO,,,NO,8,23,393841.5616,136609.6397,,
289259277,128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,38.8946,-77.072305,YES,NO,,,NO,10,9,393727.5107,136308.3425,,
289259278,129,Clarendon Blvd & Pierce St,31016,38.893438,-77.076389,YES,NO,,,NO,5,9,393373.1141,136179.64,,
289259279,130,Wilson Blvd & N Uhle St,31017,38.891696,-77.0846,YES,NO,,,NO,4,11,392660.6158,135986.8924,,
289259280,131,Rhodes St & 16th St N,31018,38.892164,-77.079375,YES,NO,,,NO,2,9,393113.9503,136038.437,,
289259281,132,Fairfax Village,31706,38.86559,-76.952103,YES,NO,,,NO,4,11,404156.7748,133086.6177,,DC
289259282,133,21st St & Constitution Ave NW,31261,38.892459,-77.046567,YES,NO,,,NO,3,12,395960.1716,136069.221,,DC
289259283,134,Wilson Blvd & N Edgewood St,31019,38.889,-77.0925,YES,NO,,,NO,2,13,391974.9566,135688.2803,,
289259284,135,Columbia Rd & Belmont St NW,31113,38.920669,-77.04368,YES,NO,,,NO,7,11,396212.126,139200.6367,,DC
289259285,136,Rhode Island & Connecticut Ave NW,31239,38.905996,-77.039802,YES,NO,,,NO,16,7,396547.711,137571.6585,,DC
289259286,137,Thomas Circle,31241,38.9059,-77.0325,YES,NO,,,NO,11,21,397181.0576,137560.7509,,DC
289259287,138,Wilson Blvd & N Franklin Rd,31020,38.8904,-77.0889,YES,NO,,,NO,7,4,392287.4339,135843.3808,,
289259288,139,Clarendon Blvd & N Fillmore St,31021,38.8881,-77.09308,YES,NO,,,NO,7,8,391924.5356,135588.4245,,
289259289,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.88786,-77.094875,YES,NO,,,NO,7,10,391768.7767,135561.9429,,
289259290,141,18th St & Pennsylvania Ave NW,31242,38.89968,-77.041539,YES,NO,,,NO,16,11,396396.7306,136870.5987,,DC
289259291,142,4th & C St SW,31243,38.886372,-77.017701,YES,NO,,,NO,17,22,398464.2535,135392.635,,DC
289259292,143,4th & E St SW,31244,38.88412,-77.017445,YES,NO,,,NO,9,10,398486.4164,135142.6413,,DC
289259293,144,3rd & G St SE,31625,38.881185,-77.001828,YES,NO,,,NO,3,16,399841.3904,134816.6907,,DC
289259294,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,YES,NO,,,NO,11,3,398078.5324,138317.4472,,DC
289259295,146,9th & Upshur St NW,31404,38.9418,-77.0251,YES,NO,,,NO,6,9,397824.0048,141545.7535,,DC
289259296,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,YES,NO,,,NO,0,15,398934.235,138616.7862,,DC
289259297,148,Columbia Rd & Georgia Ave NW,31115,38.928121,-77.023795,YES,NO,,,NO,9,10,397936.7434,140027.2348,,DC
289259298,149,California St & Florida Ave NW,31116,38.917761,-77.04062,YES,NO,,,NO,10,8,396477.3416,138877.7017,,DC
289259299,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,38.889935,-76.93723,YES,NO,,,NO,6,12,405445.6802,135789.879,,DC
289259300,151,3000 Connecticut Ave NW / National Zoo,31307,38.930282,-77.055599,YES,NO,,,NO,6,9,395179.1755,140268.3235,,DC
289259301,152,Anacostia Ave & Benning Rd NE / River Terrace,31708,38.896544,-76.96012,YES,NO,,,NO,15,0,403459.5128,136522.4136,,DC
289259302,153,M St & Pennsylvania Ave NW,31246,38.905126,-77.056887,YES,NO,,,NO,6,13,395065.7567,137475.8662,,DC
289259303,154,15th St & Massachusetts Ave SE,31626,38.88732,-76.983569,YES,NO,,,NO,9,6,401425.5418,135497.8497,,DC
289259304,155,Congress Heights Metro,31806,38.844711,-76.987823,YES,NO,,,NO,2,13,401057.0987,130767.8792,,DC
289259305,156,N Quincy St & Glebe Rd,31035,38.876393,-77.107735,YES,NO,,,NO,0,11,390651.5592,134290.257,,
289259306,157,Barcroft Community Center,31033,38.850337,-77.100989,YES,NO,,,NO,5,6,391233.7268,131397.1831,,
289259307,158,N Veitch St & 20th St N,31029,38.896923,-77.086502,YES,NO,,,NO,9,6,392496.1597,136567.2851,,
289259308,159,10th & K St NW,31263,38.9024,-77.02622,YES,NO,,,NO,3,20,397725.6524,137172.0474,,DC
289259309,160,Fairfax Dr & Wilson Blvd,31023,38.885801,-77.097745,YES,NO,,,NO,2,9,391519.5349,135333.6408,,
289259310,161,Key Blvd & N Quinn St,31027,38.896355,-77.078408,YES,NO,,,NO,7,4,393198.2404,136503.5984,,
289259311,162,1st & K St SE,31628,38.878854,-77.005727,YES,NO,,,NO,4,11,399503.0706,134557.946,,DC
289259312,163,39th & Calvert St NW / Stoddert,31306,38.922649,-77.077271,YES,NO,,,NO,8,11,393299.3438,139422.3631,,DC
289259313,164,1st & Washington Hospital Center NW,31507,38.928743,-77.012457,YES,NO,,,NO,9,6,398919.8671,140096.0869,,DC
289259314,165,Virginia Square Metro / Monroe St & 9th St N,31024,38.882788,-77.103148,YES,NO,,,NO,4,15,391050.3869,134999.6906,,
289259315,166,Central Library / Quincy St & 10th St N,31025,38.88397,-77.10783,YES,NO,,,NO,3,7,390644.3093,135131.371,,
289259316,167,Washington Blvd & 10th St N,31026,38.884734,-77.093485,YES,NO,,,NO,7,8,391889.0158,135214.8085,,
289259317,168,Jefferson Dr & 14th St SW,31247,38.888553,-77.032429,YES,NO,,,NO,17,5,397186.5319,135635.0937,,DC
289259318,169,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,38.888767,-77.02858,YES,NO,,,NO,14,21,397520.47,135658.7378,,DC
289259319,170,George Mason Dr & Wilson Blvd,31036,38.87887,-77.1207,YES,NO,,,NO,3,12,389526.9173,134566.6302,,
289259320,171,6th St & Indiana Ave NW,31264,38.894573,-77.01994,YES,NO,,,NO,10,8,398270.1958,136303.0502,,DC
289259321,172,N Veitch St & Key Blvd,31028,38.893237,-77.086063,YES,NO,,,NO,4,6,392533.8561,136158.0741,,
289259322,173,Lee Hwy & N Adams St,31030,38.89593,-77.089006,YES,NO,,,NO,12,7,392278.8363,136457.2631,,
289259323,174,15th St & N Scott St,31031,38.89054,-77.08095,YES,NO,,,NO,9,1,392977.1539,135858.2803,,
289259324,175,Washington Blvd & 7th St N,31032,38.88081,-77.090792,YES,NO,,,NO,2,9,392122.2337,134778.9787,,
289259325,346,Long Bridge Park / Long Bridge Dr & 6th St S,31090,38.865553,-77.05003,YES,NO,,,NO,6,9,395658.109,133082.6097,,
289259326,347,Connecticut Ave & McKinley St NW,31315,38.964544,-77.075135,YES,NO,,,NO,7,12,393488.3976,144072.9255,,DC
289259327,348,15th & L St NW,31276,38.90366,-77.034846,YES,NO,,,NO,7,16,396977.4784,137312.1678,,DC
289259328,349,17th & G St NW,31277,38.8983,-77.039732,YES,NO,,,NO,16,15,396553.4107,136717.3379,,DC
289259329,350,Spring St & 2nd Ave,32050,38.997653,-77.034499,YES,NO,,,NO,13,2,397011.5202,147746.232,,
289259330,351,18th & R St NW,31278,38.912648,-77.041834,YES,NO,,,NO,12,6,396371.8007,138310.1638,,DC
289259331,352,Joyce St & 16th St S,31091,38.859254,-77.063275,YES,NO,,,NO,2,12,394508.1473,132384.0883,,
289259332,353,Union Market,31517,38.907908,-76.99707,YES,NO,,,NO,15,8,400254.1313,137783.1576,,DC
289259333,354,Lee Hwy & N Monroe St,31092,38.896456,-77.104562,YES,NO,,,NO,8,7,390929.4394,136517.0839,,
289259334,355,21st St & N Pierce St,31093,38.898984,-77.078317,YES,NO,,,NO,1,14,393206.3848,136795.4315,,
289259335,356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,YES,NO,,,NO,12,3,391574.024,136396.5942,,
289259336,357,19th & G St NW,31279,38.898412,-77.043182,YES,NO,,,NO,10,12,396254.1432,136729.9067,,DC
289259337,358,2nd St & Seaton Pl NE,31522,38.914751,-77.00356,YES,NO,,,NO,5,14,399691.2557,138542.7889,,DC
289259338,359,Wilson Blvd & N Illinois St,31902,38.876528,-77.12712,YES,NO,,,NO,6,8,388969.4952,134307.4068,,
289259339,364,Army Navy Dr & S Nash St,31095,38.86215,-77.068121,YES,NO,,,NO,1,10,394087.7864,132705.8679,,
289259340,365,31st & Water St NW,31293,38.902814,-77.061043,YES,NO,,,NO,8,10,394705.1035,137219.4484,,DC
289259341,367,11th & S St NW,31280,38.913761,-77.027025,YES,NO,,,NO,11,12,397656.1993,138433.2316,,DC
289259342,368,Walter Reed Dr & 8th St S,31096,38.86612,-77.08787,YES,NO,,,NO,9,6,392374.1977,133148.0312,,
289259343,369,2nd & G St NE,31639,38.89967,-77.003666,YES,NO,,,NO,20,2,399681.9955,136868.6752,,DC
289259344,370,8th & O St NW,31281,38.90864,-77.02277,YES,NO,,,NO,3,15,398025.0815,137864.6578,,DC
289259345,371,Georgia & Missouri Ave NW,31411,38.961339,-77.027855,YES,NO,,,NO,7,12,397585.8274,143714.8292,,DC
289259346,373,Oklahoma Ave & D St NE,31712,38.894474,-76.974828,YES,NO,,,NO,17,2,402183.6857,136292.1726,,DC
289259347,374,Maryland Ave & E St NE,31640,38.896134,-76.9929,YES,NO,,,NO,7,12,400615.9148,136476.1686,,DC
289259348,375,New York Ave & Hecht Ave NE,31518,38.915604,-76.983683,YES,NO,,,NO,15,8,401415.09,138637.5995,,DC
289259349,376,Yuma St & Tenley Circle NW,31316,38.946182,-77.08059,YES,NO,,,NO,0,19,393013.8386,142034.9791,,DC
289259350,378,Key West Ave & Siesta Key Way,32052,39.105295,-77.194774,YES,NO,,,NO,8,7,383153.1879,159713.1322,,
289259351,379,Lee Hwy & N Woodstock St,31900,38.898301,-77.118009,YES,NO,,,NO,4,15,389763.2023,136723.3155,,
289259352,380,Saint Asaph St & Madison St,31097,38.812718,-77.044097,YES,NO,,,NO,6,9,396170.1757,127217.2968,,
289259353,381,King St Metro North / Cameron St,31098,38.80704,-77.059817,YES,NO,,,NO,14,0,394804.4809,126587.7799,,
289259354,382,Madison St & N Henry St,31099,38.813485,-77.049468,YES,NO,,,NO,6,9,395703.7505,127302.6778,,
289259355,383,Medical Center Metro,32053,38.999378,-77.097882,YES,NO,,,NO,4,14,391521.1673,147941.7054,,
289259356,384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,YES,NO,,,NO,4,7,388922.9724,135228.947,,
289259357,385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,YES,NO,,,NO,5,14,392664.3441,143376.841,,DC
289259358,386,16th & Irving St NW,31122,38.928893,-77.03625,YES,NO,,,NO,5,14,396856.8086,140113.2886,,DC
289259359,387,16th & R St NW,31282,38.912652,-77.036278,YES,NO,,,NO,12,7,396853.6643,138310.4017,,DC
289259360,388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,YES,NO,,,NO,11,4,395567.6923,147971.816,,
289259361,389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,YES,NO,,,NO,2,9,391896.6255,145776.2839,,
289259362,390,14th & L St NW,31283,38.903658,-77.031737,YES,NO,,,NO,7,12,397247.1512,137311.8475,,DC
289259363,391,1st & O St NW,31519,38.908643,-77.012365,YES,NO,,,NO,8,6,398927.5421,137864.8171,,DC
289259364,392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,YES,NO,,,NO,7,12,399293.8349,129303.1048,,DC
289259365,393,18th & C St NW,31284,38.893511,-77.041544,YES,NO,,,NO,14,5,396395.9852,136185.791,,DC
289259366,394,22nd & P ST NW,31285,38.909394,-77.048728,YES,NO,,,NO,12,7,395773.7018,137949.2396,,DC
289259367,395,East West Hwy & 16th St,32056,38.995681,-77.038721,YES,NO,,,NO,5,14,396645.6961,147527.4668,,
289259368,396,Royal St & Wilkes St,31903,38.799267,-77.0447,YES,NO,,,NO,12,3,396117.074,125724.1768,,
289259369,397,14th & Girard St NW,31123,38.925284,-77.032375,YES,NO,,,NO,10,13,397192.6628,139712.5324,,DC
289259370,398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,YES,NO,,,NO,12,7,395721.9352,128329.8113,,
289259371,399,11th & O St NW,31286,38.90843,-77.02714,YES,NO,,,NO,9,8,397646.0498,137841.4497,,DC
