OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
289259722,594,Capitol Heights Metro,32419,38.888524,-76.913188,YES,NO,,,NO,10,9,407531.6187,135634.9559,,
289259723,595,Prince George's Plaza Metro,32420,38.965742,-76.954803,YES,NO,,,NO,3,13,403916.9491,144204.2047,,
289259724,596,Riverdale Park Town Center,32421,38.962119,-76.935578,YES,NO,,,NO,16,1,405583.3465,143803.0182,,
289259725,597,The Mall at Prince Georges,32422,38.968842,-76.954171,YES,NO,,,NO,5,12,403971.5479,144548.3612,,
289259726,598,Wheaton Library & Community Rec Center,32084,39.047323,-77.051097,YES,NO,,,NO,6,5,395576.803,153260.8071,,
289259727,599,Edgewood Rec Center,31529,38.924144,-77.002098,YES,NO,,,NO,0,15,399818.073,139585.487,,DC
289259728,601,8th & K St NE,31660,38.902732,-76.99515,YES,NO,,,NO,8,7,400420.6916,137208.5866,,DC
289259729,602,Kingman Island/The Fields at RFK,31716,38.895955,-76.967845,YES,NO,,,NO,15,4,402789.4071,136456.7655,,DC
289259730,603,Kenilworth Terrace & Hayes St. NE,31717,38.900468,-76.947287,YES,NO,,,NO,4,15,404572.4991,136958.5734,,DC
289259731,604,National Harbor Carousel,32423,38.7859,-77.0167,YES,NO,,,NO,7,8,398549.0604,124239.5406,,
289259704,575,E Fairfax St & S Washington St,32604,38.880612,-77.171891,YES,NO,,,NO,6,6,385085.4667,134767.1234,,
289259705,576,N Roosevelt St & Roosevelt Blvd,32606,38.878085,-77.153953,YES,NO,,,NO,12,0,386641.4255,134483.8298,,
289259706,577,W Broad St & Little Falls St,32605,38.883601,-77.173438,YES,NO,,,NO,11,1,384951.8681,135099.1786,,
289259707,578,S Maple Ave & S Washington St,32607,38.87972,-77.178408,YES,NO,,,NO,11,1,384519.8108,134669.1897,,
289259708,579,Falls Church City Hall / Park Ave & Little Falls St,32608,38.885434,-77.173605,YES,NO,,,NO,5,7,384937.7655,135302.6829,,
289259709,580,W Columbia St & N Washington St,32609,38.885621,-77.166917,YES,NO,,,NO,7,5,385518.0639,135322.3591,,
289259710,581,West Falls Church Metro,32232,38.9001,-77.1887,YES,NO,,,NO,2,17,383631.4673,136933.3198,,
289259711,582,Jones Branch Drive & Scotts Crossing Rd,32233,38.928502,-77.215624,YES,NO,,,NO,7,4,381303.4316,140091.3409,,
289259712,583,Georgia Ave & Morton St NW,31419,38.932128,-77.0235,YES,NO,,,NO,4,14,397962.4373,140472.0397,,DC
289259713,584,Merrilee Dr & Lauren Elizabeth Lane,32234,38.879355,-77.230681,YES,NO,,,NO,5,5,379984.0687,134638.8348,,
289259714,585,Merrifield Cinema & Merrifield Town Center,32235,38.870093,-77.22997,YES,NO,,,NO,9,1,380043.1712,133610.5307,,
289259715,586,Rhode Island & Montana Ave NE,31526,38.9243,-76.9859,YES,NO,,,NO,0,19,401222.6718,139602.8966,,DC
289259716,587,7th & S St NW,31130,38.914204,-77.022175,YES,NO,,,NO,10,8,398076.8378,138482.2949,,DC
289259717,588,North Capitol & R St NE,31527,38.912524,-77.008798,YES,NO,,,NO,6,8,399236.9615,138295.6042,,DC
289259718,589,17th & Upshur St NW,31420,38.942146,-77.038684,YES,NO,,,NO,4,15,396646.383,141584.574,,DC
289259719,591,14th & Otis Pl NW,31131,38.934405,-77.032687,YES,NO,,,NO,5,14,397165.9709,140725.0516,,DC
289259720,592,John McCormack Rd NE,31528,38.938889,-76.997226,YES,NO,,,NO,4,15,400240.4963,141222.3112,,DC
